fuente,institucion,id_objeto,titulo_original,titulo_es_sugerido,cultura,periodo,fecha_objeto,pais,region,subregion,localidad,departamento_museo,clasificacion_original,clasificacion_normalizada,nombre_objeto_original,material_original,dimensiones,linea_credito,repositorio,url_objeto,url_imagen,url_imagen_miniatura,es_dominio_publico,derechos_reproduccion,etiquetas_originales,termino_busqueda,puntaje_textil,estado_curacion,motivo_curacion,conteo_evidencia_textil,conteo_evidencia_exclusion,fecha_descarga
met,The Metropolitan Museum of Art,308019,Sash Fragment,Fragmento textil,Nasca,,7th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Sash,Camelid hair,"Overall: 1 5/8 x 135 1/2 in. (4.11 x 344.17 cm)
Other: 1 5/8 in. (4.11 cm)","Gift of George D. Pratt, 1932","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308019,https://images.metmuseum.org/CRDImages/ao/original/DP18629.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18629.jpg,True,,,Nasca textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['sash'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['sash'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",4,0,2026-06-15
met,The Metropolitan Museum of Art,307967,Band Fragment,Fragmento textil,Nasca,,7th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Band fragment,Camelid hair,"Overall: 1/2 x 8 3/4 in. (1.27 x 22.23 cm)
Other: 1/2 in. (1.27 cm)","Gift of George D. Pratt, 1929","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307967,https://images.metmuseum.org/CRDImages/ao/original/29.146.14 -15.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/29.146.14 -15.jpg,True,,,Nasca textile,11,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'band'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",2,0,2026-06-15
met,The Metropolitan Museum of Art,307963,Bag,Bolsa textil,Nasca,,8th–9th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Bag,Camelid hair,"Overall: 4 3/8 x 4 1/4 in. (11.13 x 10.8 cm)
Other: 4 3/8 in. (11.13 cm)","Gift of George D. Pratt, 1929","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307963,https://images.metmuseum.org/CRDImages/ao/original/DP18609.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18609.jpg,True,,,Nasca textile,17,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",4,0,2026-06-15
met,The Metropolitan Museum of Art,308029,Fringed Bag,Bolsa textil,Nasca,,7th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Bag,Camelid hair,"Overall: 5 1/2 x 12 3/4 in. (13.97 x 32.39 cm)
Other: 5 1/2 in. (13.97 cm)","Gift of George D. Pratt, 1932","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308029,https://images.metmuseum.org/CRDImages/ao/original/DP18594.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18594.jpg,True,,,Nasca textile,17,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",4,0,2026-06-15
met,The Metropolitan Museum of Art,307971,Border Fragments,Fragmento textil,Nasca,,2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Border fragments,Camelid hair,"Overall: 2 1/4 x 37 1/2 in. (5.72 x 95.25 cm)
Other: 2 1/4 in. (5.72 cm)","Gift of George D. Pratt, 1929","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307971,https://images.metmuseum.org/CRDImages/ao/original/DP18443.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18443.jpg,True,,,Nasca textile,11,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'border'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",2,0,2026-06-15
met,The Metropolitan Museum of Art,308026,Fringed Bag,Bolsa textil,Nasca,,7th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Bag,Camelid hair,"Overall: 8 1/4 x 20 1/2 in. (20.96 x 52.07 cm)
Other: 8 1/4 in. (20.96 cm)","Gift of George D. Pratt, 1932","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308026,https://images.metmuseum.org/CRDImages/ao/original/DP18586_32.32.13.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18586_32.32.13.jpg,True,,,Nasca textile,17,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",4,0,2026-06-15
met,The Metropolitan Museum of Art,308021,Bag,Bolsa textil,Nasca,,7th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Bag,Camelid hair,"Overall: 7 1/8 x 18 1/2 in. (18.08 x 46.99 cm)
Other: 7 1/8 in. (18.08 cm)","Gift of George D. Pratt, 1932","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308021,https://images.metmuseum.org/CRDImages/ao/original/DP18587_32.32.8.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18587_32.32.8.jpg,True,,,Nasca textile,17,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",4,0,2026-06-15
met,The Metropolitan Museum of Art,308023,Bag,Bolsa textil,Nasca,,7th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Bag,Camelid hair,"Overall: 8 1/8 x 21 1/8 in. (20.62 x 53.66 cm)
Other: 8 1/8 in. (20.62 cm)","Gift of George D. Pratt, 1932","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308023,https://images.metmuseum.org/CRDImages/ao/original/DP18585_32.32.10.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18585_32.32.10.jpg,True,,,Nasca textile,17,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",4,0,2026-06-15
met,The Metropolitan Museum of Art,307843,Tapestry Bag with Fringes,Bolsa textil,Nasca,,8th–9th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Bag,Camelid hair,"Overall: 5 1/2 x 9 7/8 in. (13.97 x 25.08 cm)
Other: 5 1/2 in. (13.97 cm)","Gift of George D. Pratt, 1932","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307843,https://images.metmuseum.org/CRDImages/ao/original/DP18590.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18590.jpg,True,,,Nasca textile,17,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['tapestry', 'bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",4,0,2026-06-15
met,The Metropolitan Museum of Art,307959,Sash or Headband,Faja textil,Nasca,,7th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Sash,Camelid hair,"Overall: 1 1/2 x 31 3/4 in. (3.81 x 80.65 cm)
Other: 1 1/2 in. (3.81 cm)","Gift of George D. Pratt, 1929","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307959,https://images.metmuseum.org/CRDImages/ao/original/29.146.8.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/29.146.8.jpg,True,,,Nasca textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['sash'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['sash', 'headband'] | título contiene términos débiles asociados a fragmentos o paneles: ['band'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",4,0,2026-06-15
met,The Metropolitan Museum of Art,307970,Border Fragment,Fragmento textil,Nasca,,2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Border fragment,Camelid hair,Overall: 1 x 67 in. (2.54 cm),"Gift of George D. Pratt, 1929","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307970,https://images.metmuseum.org/CRDImages/ao/original/DP218997.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP218997.jpg,True,,,Nasca textile,11,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'border'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",2,0,2026-06-15
met,The Metropolitan Museum of Art,308282,Panel with Figures,Panel textil,Nasca,,7th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Non-Woven,Textil,Textile fragment,Camelid hair,18 x 59 1/2 in. (45.72 x 151.13 cm),"Fletcher Fund, 1959","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308282,https://images.metmuseum.org/CRDImages/ao/original/TP410.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/TP410.jpg,True,,,Nasca textile,11,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['panel'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | título sugiere objeto no textil: ['figure']",3,1,2026-06-15
met,The Metropolitan Museum of Art,314363,Tunic,Túnica textil,Nasca,,1st century BCE–2nd century CE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Tunic,Camelid hair,H. 33 1/4 x W. 49 1/4in. (125.1 x 84.5cm),"Gift of Arthur M. Bullowa, 1981","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/314363,https://images.metmuseum.org/CRDImages/ao/original/DP221262.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP221262.jpg,True,,,Nasca textile,17,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['tunic'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",4,0,2026-06-15
met,The Metropolitan Museum of Art,316921,Bag,Bolsa textil,Nasca (?),,2nd–7th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Bag,Camelid hair,Height 3 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316921,https://images.metmuseum.org/CRDImages/ao/original/DP18608.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18608.jpg,True,,,Nasca textile,17,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",4,0,2026-06-15
met,The Metropolitan Museum of Art,313339,Dress Fragment,Fragmento textil,Nasca,,1st–2nd century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Textile fragment,"Cotton, pigment",H. 68 3/4 x W. 17 3/4 in. (174.6 x 45.1 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/313339,https://images.metmuseum.org/CRDImages/ao/original/SC207347.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/SC207347.jpg,True,,,Nazca textile,15,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['cotton'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",3,0,2026-06-15
met,The Metropolitan Museum of Art,319523,Tunic Panel,Túnica textil,Nasca,,600–1000,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Featherwork,Textil,Tunic panel,"Cotton, feathers",H. 37 x W. 51 in. (94 x 129.5 cm),"Gift of Ina Schnell, in memory of Eugene A. Schnell, 2004","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/319523,https://images.metmuseum.org/CRDImages/ao/original/hzTR554_2004.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/hzTR554_2004.jpg,True,,Human Figures,Nazca textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['cotton'] | título contiene términos textiles: ['tunic'] | título contiene términos débiles asociados a fragmentos o paneles: ['panel'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",4,0,2026-06-15
met,The Metropolitan Museum of Art,315778,Spindle,Objeto textil,Nasca,,2nd–7th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Implements,No textil,Spindle,"Thorn, ceramic, thread",L. 26.5 cm,"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/315778,https://images.metmuseum.org/CRDImages/ao/original/vs1987.394.698-700a.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1987.394.698-700a.jpg,True,,,Nazca textile,-6,excluido_no_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | material sugiere objeto no textil: ['ceramic'] | título sugiere objeto no textil: ['pin'] | nombre de objeto sugiere objeto no textil: ['pin']",1,3,2026-06-15
met,The Metropolitan Museum of Art,315780,Spindle,Objeto textil,Nasca,,2nd–7th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Implements,No textil,Spindle,"Thorn, ceramic, thread",L. 30.0 cm),"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/315780,https://images.metmuseum.org/CRDImages/ao/original/vs1987.394.698-700.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1987.394.698-700.jpg,True,,,Nazca textile,-6,excluido_no_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | material sugiere objeto no textil: ['ceramic'] | título sugiere objeto no textil: ['pin'] | nombre de objeto sugiere objeto no textil: ['pin']",1,3,2026-06-15
met,The Metropolitan Museum of Art,315782,Spindle,Objeto textil,Nasca,,2nd–7th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Implements,No textil,Spindle,"Thorn, ceramic, thread",L. 30.0 cm,"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/315782,https://images.metmuseum.org/CRDImages/ao/original/vs1987.394.701-703.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1987.394.701-703.jpg,True,,,Nazca textile,-6,excluido_no_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | material sugiere objeto no textil: ['ceramic'] | título sugiere objeto no textil: ['pin'] | nombre de objeto sugiere objeto no textil: ['pin']",1,3,2026-06-15
met,The Metropolitan Museum of Art,315779,Spindle,Objeto textil,Nasca,,2nd–7th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Implements,No textil,Spindle,"Thorn, ceramic, thread",L. 23.3 cm,"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/315779,https://images.metmuseum.org/CRDImages/ao/original/vs1987.394.698-700b.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1987.394.698-700b.jpg,True,,,Nazca textile,-6,excluido_no_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | material sugiere objeto no textil: ['ceramic'] | título sugiere objeto no textil: ['pin'] | nombre de objeto sugiere objeto no textil: ['pin']",1,3,2026-06-15
met,The Metropolitan Museum of Art,315781,Spindle,Objeto textil,Nasca,,2nd–7th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Implements,No textil,Spindle,"Thorn, ceramic, thread",L. 24.2 cm,"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/315781,https://images.metmuseum.org/CRDImages/ao/original/vs1987.394.701-703.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1987.394.701-703.jpg,True,,,Nazca textile,-6,excluido_no_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | material sugiere objeto no textil: ['ceramic'] | título sugiere objeto no textil: ['pin'] | nombre de objeto sugiere objeto no textil: ['pin']",1,3,2026-06-15
met,The Metropolitan Museum of Art,315783,Spindle,Objeto textil,Nasca,,2nd–7th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Implements,No textil,Spindle,"Thorn, ceramic, thread",L. 24.5 cm,"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/315783,https://images.metmuseum.org/CRDImages/ao/original/vs1987.394.701-703.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1987.394.701-703.jpg,True,,,Nazca textile,-6,excluido_no_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | material sugiere objeto no textil: ['ceramic'] | título sugiere objeto no textil: ['pin'] | nombre de objeto sugiere objeto no textil: ['pin']",1,3,2026-06-15
met,The Metropolitan Museum of Art,315695,"Border Fragment, Figure",Fragmento textil,Nasca,,2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Sculpture,No textil,Figure,Camelid hair,H. 1 7/8 x W. 1 9/16in. (4.8 x 4cm),"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/315695,https://images.metmuseum.org/CRDImages/ao/original/DP18473.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18473.jpg,True,,Human Figures,Nazca textile,-2,excluido_no_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'border'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | clasificación sugiere objeto no textil: ['sculpture'] | título sugiere objeto no textil: ['figure'] | nombre de objeto sugiere objeto no textil: ['figure']",2,3,2026-06-15
met,The Metropolitan Museum of Art,315694,"Border Fragment, Figure",Fragmento textil,Nasca,,2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Sculpture,No textil,Figure,Camelid hair,H x W: 1 7/8 x 1 11/16in. (4.8 x 4.3cm),"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/315694,https://images.metmuseum.org/CRDImages/ao/original/DP18471.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18471.jpg,True,,Human Figures,Nazca textile,-2,excluido_no_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'border'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | clasificación sugiere objeto no textil: ['sculpture'] | título sugiere objeto no textil: ['figure'] | nombre de objeto sugiere objeto no textil: ['figure']",2,3,2026-06-15
met,The Metropolitan Museum of Art,315691,"Border Fragment, Figure",Fragmento textil,Nasca,,2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Sculpture,No textil,Figure,Camelid hair,H. 1 13/16 x W. 15/16in. (4.6 x 2.3cm),"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/315691,https://images.metmuseum.org/CRDImages/ao/original/DP18465.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18465.jpg,True,,Human Figures,Nazca textile,-2,excluido_no_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'border'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | clasificación sugiere objeto no textil: ['sculpture'] | título sugiere objeto no textil: ['figure'] | nombre de objeto sugiere objeto no textil: ['figure']",2,3,2026-06-15
met,The Metropolitan Museum of Art,315696,"Border Fragment, Figure",Fragmento textil,Nasca,,2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Sculpture,No textil,Figure,Camelid hair,H x W: 1 3/4 x 1 3/8in. (4.4 x 3.5cm),"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/315696,https://images.metmuseum.org/CRDImages/ao/original/DP18475.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18475.jpg,True,,,Nazca textile,-2,excluido_no_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'border'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | clasificación sugiere objeto no textil: ['sculpture'] | título sugiere objeto no textil: ['figure'] | nombre de objeto sugiere objeto no textil: ['figure']",2,3,2026-06-15
met,The Metropolitan Museum of Art,315692,"Border Fragment, Figure",Fragmento textil,Nasca,,2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Sculpture,No textil,Figure,Camelid hair,H x W: 1 15/16 x 1 9/16in. (5 x 4cm),"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/315692,https://images.metmuseum.org/CRDImages/ao/original/DP18467.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18467.jpg,True,,,Nazca textile,-2,excluido_no_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'border'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | clasificación sugiere objeto no textil: ['sculpture'] | título sugiere objeto no textil: ['figure'] | nombre de objeto sugiere objeto no textil: ['figure']",2,3,2026-06-15
met,The Metropolitan Museum of Art,315693,"Border Fragment, Figure",Fragmento textil,Nasca,,2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Sculpture,No textil,Figure,Camelid hair,H x W: 1 13/16 x 1 3/8in. (4.7 x 3.5cm),"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/315693,https://images.metmuseum.org/CRDImages/ao/original/DP18470.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18470.jpg,True,,Human Figures,Nazca textile,-2,excluido_no_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'border'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | clasificación sugiere objeto no textil: ['sculpture'] | título sugiere objeto no textil: ['figure'] | nombre de objeto sugiere objeto no textil: ['figure']",2,3,2026-06-15
met,The Metropolitan Museum of Art,307953,Fragmentary Band,Fragmento textil,Nasca,,2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Band fragment,"Camelid hair, cotton","Overall: 2 x 59 1/2 in. (5.08 x 151.13 cm)
Other: 2 in. (5.08 cm)","Gift of George D. Pratt, 1929","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307953,https://images.metmuseum.org/CRDImages/ao/original/DP18444.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18444.jpg,True,,,Nazca textile,11,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'band'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",2,0,2026-06-15
met,The Metropolitan Museum of Art,307969,Border Fragment,Fragmento textil,Nasca,,2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Border fragment,"Camelid hair, cotton","Overall: 1 3/4 x 39 1/2 in. (4.45 x 100.33 cm)
Other: 1 3/4 in. (4.45 cm)","Gift of George D. Pratt, 1929","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307969,https://images.metmuseum.org/CRDImages/ao/original/DP18504.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18504.jpg,True,,,Nazca textile,11,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'border'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",2,0,2026-06-15
met,The Metropolitan Museum of Art,307961,Band Fragment,Fragmento textil,Nasca,,7th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Textile fragment,"Camelid hair, cotton","Overall: 2 1/8 x 6 1/4 in. (5.41 x 15.88 cm)
Other: 2 1/8 in. (5.41 cm)","Gift of George D. Pratt, 1929","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307961,https://images.metmuseum.org/CRDImages/ao/original/75153.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/75153.jpg,True,,,Nazca textile,15,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'band'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",3,0,2026-06-15
